"mesh_id","project_id","project_name","research_area","source_status","reviewed_status","action","include_in_dated_capture_baseline","include_in_default_reviewed_future","exclude_superseded","exclude_duplicate_in_future","disputed_source_version_excluded_from_strict_mode","evidence_note","source_urls"
"101-4553","city-group-168","1333 Tonolli Road","group-status","Proposed","Tonolli industrial addition permitted; completion unknown","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Correct street spelling is Tonolli. April 2026 City report identifies 42 m² service/compressor room addition, transformer and silo at 1333 Tonolli. No completion evidence.","https://www.mississauga.ca/wp-content/uploads/2026/05/28095859/April-2026-Detailed-Building-Permit-Report.pdf ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.58113361748593%2C+%22y%22%3A+43.602865234548986%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"73-4275","city-group-103","1470 Williamsport Drive","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","November 2025 recommendation concerns two 12-storey apartments sharing a six-storey podium and replacing the old rental building. Existing rental listings are not completion of the replacement.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D121&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/1470-williamsport-drive-oz-opa-25-7-w3/ ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=79084"
"73-4276","city-group-103","1470 Williamsport Drive","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","November 2025 recommendation concerns two 12-storey apartments sharing a six-storey podium and replacing the old rental building. Existing rental listings are not completion of the replacement.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D121&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/1470-williamsport-drive-oz-opa-25-7-w3/ ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=79084"
"73-4277","city-group-103","1470 Williamsport Drive","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","November 2025 recommendation concerns two 12-storey apartments sharing a six-storey podium and replacing the old rental building. Existing rental listings are not completion of the replacement.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D121&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/1470-williamsport-drive-oz-opa-25-7-w3/ ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=79084"
"73-4278","city-group-103","1470 Williamsport Drive","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","November 2025 recommendation concerns two 12-storey apartments sharing a six-storey podium and replacing the old rental building. Existing rental listings are not completion of the replacement.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D121&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/1470-williamsport-drive-oz-opa-25-7-w3/ ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=79084"
"73-4279","city-group-103","1470 Williamsport Drive","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","November 2025 recommendation concerns two 12-storey apartments sharing a six-storey podium and replacing the old rental building. Existing rental listings are not completion of the replacement.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D121&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/1470-williamsport-drive-oz-opa-25-7-w3/ ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=79084"
"12-16997","rutledge-150","150 Rutledge Road","citywide","Proposed","Under review","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Address coordinates are approximate map pins. City snapshot meshes are source massing, not construction drawings; latest approvals and final detailed architecture may differ.","https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/150-rutledge-road-oz-opa-24-12-w11/"
"82-5569","city-group-177","1516 & 1526 Southdown Rd.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City approval describes two-storey office at merged 1516/1526 parcel. Corporate mailing addresses and old construction-tender listings do not establish actual completion.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D155&outFields=*&outSR=4326&f=pjson ; https://www7.mississauga.ca/documents/PublicNotices/2016/public_notice_-_OZ.15.010.W2.recommend.df.pdf"
"102-7069","city-group-19","1575 Hurontario St.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City approval/current area record identifies 18 four-storey towns. Old 42-unit marketing/planning references are superseded in the description; no current completion evidence found.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D184&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/publication/oz-opa-17-021-w1-1575-hurontario-street/ ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=68876"
"102-7070","city-group-19","1575 Hurontario St.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City approval/current area record identifies 18 four-storey towns. Old 42-unit marketing/planning references are superseded in the description; no current completion evidence found.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D184&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/publication/oz-opa-17-021-w1-1575-hurontario-street/ ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=68876"
"91-5023","city-group-79","1646 Dundas St. West","inventory73-status","Proposed","Emerson House remains a marketed proposal; construction and completion unverified","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","The official project page still invites registration and describes planned residences without a construction or occupancy milestone. UrbanToronto lists an eight-storey proposal, while current broker listings describe seven storeys and 91 units. The City application contains 167 units. These differences require a revised drawing match before treating the source mesh as current architectural geometry. A property portal forecast or marketing phrase does not establish that the building is built.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D22&outFields=*&outSR=4326&f=pjson ; https://www.emersonhouseresidences.com/project/ ; https://urbantoronto.ca/database/projects/emerson-house.51025 ; https://www.talkcondo.com/mississauga/emerson-house-condos/"
"102-7071","port-credit-170-lakeshore","170 Lakeshore Road East","waterfront","Proposed","Tribunal approval in principle","Exclude superseded geometry","Not separately specified","false","true","false","false","The February 2025 tribunal order changes the tower to a twelve-storey slab; both height and footprint are revised. Source height 56.6 m is the original tower.","https://www.omb.gov.on.ca/e-decisions/OLT-22-004584-FEB-24-2025.PDF ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=37403"
"102-7072","port-credit-170-lakeshore","170 Lakeshore Road East","waterfront","Proposed","Tribunal approval in principle","Exclude superseded geometry","Not separately specified","false","true","false","false","The February 2025 tribunal order changes the tower to a twelve-storey slab; both height and footprint are revised. Source height 56.6 m is the original tower.","https://www.omb.gov.on.ca/e-decisions/OLT-22-004584-FEB-24-2025.PDF ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=37403"
"42-812","city-group-11","1700 Derry Rd.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Peel planning evidence describes future warehousing and office expansion; old service-station use is separate. No current completion confirmation was found.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D168&outFields=*&outSR=4326&f=pjson ; https://peelregion.ca/sites/default/files/2024-08/esr.pdf"
"42-813","city-group-11","1700 Derry Rd.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Peel planning evidence describes future warehousing and office expansion; old service-station use is separate. No current completion confirmation was found.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D168&outFields=*&outSR=4326&f=pjson ; https://peelregion.ca/sites/default/files/2024-08/esr.pdf"
"42-814","city-group-11","1700 Derry Rd.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Peel planning evidence describes future warehousing and office expansion; old service-station use is separate. No current completion confirmation was found.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D168&outFields=*&outSR=4326&f=pjson ; https://peelregion.ca/sites/default/files/2024-08/esr.pdf"
"73-4297","city-group-109","1750 Bloor Street and 3315 Fieldgate Drive","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Exact City application address is 1750 Bloor, not source name 1720. Ward 3 describes minor changes following zoning approval. Existing rental listings at 1750 do not establish the new infill apartment complete.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D25&outFields=*&outSR=4326&f=pjson ; https://chrisfonseca.ca/1750bloor3315fieldgatedrive/"
